site,site_number,sampling_date,sampling_method,swath_width,transect_number,zone_start,zone_end,species_ID,species,moisture,bag_mass,total_mass,wrack_mass_measured,wrack_mass_per_transect
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,FUDI,Fucus distichus,Wet,50,240,190,190
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,ZOMA,Zostera marina,Wet,50,60,10,10
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,LEMA,Leathesia marina,Wet,0,2.11,2.11,2.11
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,NELA,Neorhodomela larix,Wet,0,0.328,0.328,0.328
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,ULPR,Ulva prolifera,Wet,0,2.46,2.46,2.46
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,ULLA,Ulva latuca,Wet,0,12.687,12.687,12.687
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,MAST,Mastocarpus spp.,Wet,0,0.047,0.047,0.047
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,0,5,POPA,Polysiphonia pacifica,Wet,0,0.569,0.569,0.569
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,5,10,ZOMA,Zostera marina,Wet,0,2.883,2.883,2.883
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,5,10,SALA,Saccharina latissima,Wet,0,0.23,0.23,0.23
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,5,10,DEAC,Desmarestia aculeata,Wet,0,0.381,0.381,0.381
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,5,10,PTSE,Ptilota serrata,Wet,0,0.052,0.052,0.052
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,15,20,ZOMA,Zostera marina,Wet,0,0.242,0.242,0.242
Shotgun,11,29-Aug-22,1m Swath Transect,1,2,10,15,ODFL,Odonthalia floccosa,Wet,0,0.835,0.835,0.835
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,15,20,FUDI,Fucus distichus,Wet,40,55,15,15
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,10,15,FUDI,Fucus distichus,Wet,40,95,55,55
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,5,10,FUDI,Fucus distichus,Wet,55,68,13,13
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,0,5,FUDI,Fucus distichus,Wet,52,410,358,358
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,0,5,ZOMA,Zostera marina,Wet,50,125,75,75
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,0,5,MAPY,Macrocystis pyrifera,Wet,70,175,105,105
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,0,5,LEMA,Leathesia marina,Wet,0,5.18,5.18,5.18
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,0,5,ULLA,Ulva latuca,Wet,0,6.451,6.451,6.451
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,5,10,ZOMA,Zostera marina,Wet,0,1.472,1.472,1.472
Shotgun,11,29-Aug-22,1m Swath Transect,1,3,10,15,ZOMA,Zostera marina,Wet,0,0.716,0.716,0.716
Cruise,12,30-Aug-22,1m Swath Transect,1,1,15,20,FUDI,Fucus distichus,Wet,20,85,65,65
Cruise,12,30-Aug-22,1m Swath Transect,1,1,10,15,FUDI,Fucus distichus,Wet,23,42,19,19
Cruise,12,30-Aug-22,1m Swath Transect,1,1,5,10,FUDI,Fucus distichus,Wet,21,32.5,11.5,11.5
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,ZOMA,Zostera marina,Wet,40,98,58,58
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,MAPY,Macrocystis pyrifera,Wet,45,480,435,435
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,FUDI,Fucus distichus,Wet,530,7945,7415,7415
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,DEAC,Desmarestia aculeata,Wet,0,2.043,2.043,2.043
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,NELA,Neorhodomela larix,Wet,0,2.585,2.585,2.585
Cruise,12,30-Aug-22,1m Swath Transect,1,1,0,5,GRCA,Grateloupia californica,Wet,0,10.034,10.034,10.034
Cruise,12,30-Aug-22,1m Swath Transect,1,2,15,20,FUDI,Fucus distichus,Wet,20,78,58,58
Cruise,12,30-Aug-22,1m Swath Transect,1,2,10,15,FUDI,Fucus distichus,Wet,22,35.5,13.5,13.5
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,ZOMA,Zostera marina,Wet,45,120,75,75
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,MAPY,Macrocystis pyrifera,Wet,178,2885,2707,2707
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,FUDI,Fucus distichus,Wet,537,7025,6488,6488
Cruise,12,30-Aug-22,1m Swath Transect,1,2,15,20,MAST,Mastocarpus spp.,Wet,0,0.248,0.248,0.248
Cruise,12,30-Aug-22,1m Swath Transect,1,2,5,10,GRCA,Grateloupia californica,Wet,0,1.134,1.134,1.134
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,AHFA,Ahnfeltia fastigata,Wet,0,2.575,2.575,2.575
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,GRCA,Grateloupia californica,Wet,0,5.899,5.899,5.899
Cruise,12,30-Aug-22,1m Swath Transect,1,2,0,5,NEOX,Neorhodomela spp.,Wet,0,5.218,5.218,5.218
Cruise,12,30-Aug-22,1m Swath Transect,1,3,15,20,FUDI,Fucus distichus,Wet,20,155,135,135
Cruise,12,30-Aug-22,1m Swath Transect,1,3,5,10,FUDI,Fucus distichus,Wet,23,27.5,4.5,4.5
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,ZOMA,Zostera marina,Wet,48,140,92,92
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,MAPY,Macrocystis pyrifera,Wet,48,170,122,122
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,FUDI,Fucus distichus,Wet,450,7015,6565,6565
Cruise,12,30-Aug-22,1m Swath Transect,1,3,10,15,ZOMA,Zostera marina,Wet,0,0.139,0.139,0.139
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,ULLA,Ulva latuca,Wet,0,2.063,2.063,2.063
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,MAST,Mastocarpus spp.,Wet,0,2.044,2.044,2.044
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,NEOX,Neorhodomela spp.,Wet,0,17.27,17.27,17.27
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,OSSP,Osmundea spectabilis,Wet,0,0.341,0.341,0.341
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,GRCA,Grateloupia californica,Wet,0,20.972,20.972,20.972
Cruise,12,30-Aug-22,1m Swath Transect,1,3,0,5,MAPH,Mazzaella phyllocarpa,Wet,0,0.979,0.979,0.979
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,15,20,FUDI,Fucus distichus,Wet,25,155,130,130
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,10,15,FUDI,Fucus distichus,Wet,22,65,43,43
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,5,10,FUDI,Fucus distichus,Wet,22,55,33,33
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,FUDI,Fucus distichus,Wet,220,6325,6105,6105
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,15,20,ZOMA,Zostera marina,Wet,0,0.685,0.685,0.685
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,10,15,ZOMA,Zostera marina,Wet,0,0.061,0.061,0.061
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,10,15,ULIN,Ulva intestinalis,Wet,0,0.075,0.075,0.075
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,5,10,ZOMA,Zostera marina,Wet,0,0.511,0.511,0.511
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,5,10,GRCA,Grateloupia californica,Wet,0,0.851,0.851,0.851
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,ZOMA,Zostera marina,Wet,0,49.701,49.701,49.701
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,ULIN,Ulva intestinalis,Wet,0,0.719,0.719,0.719
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,NELA,Neorhodomela larix,Wet,0,6.831,6.831,6.831
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,DEAC,Desmarestia aculeata,Wet,0,0.588,0.588,0.588
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,GRCA,Grateloupia californica,Wet,0,8.081,8.081,8.081
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,ULLA,Ulva latuca,Wet,0,2.434,2.434,2.434
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,MAST,Mastocarpus spp.,Wet,0,0.963,0.963,0.963
Mosquito,13,1-Sep-22,1m Swath Transect,1,1,0,5,POPA,Polysiphonia pacifica,Wet,0,4.92,4.92,4.92
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,15,20,FUDI,Fucus distichus,Wet,22,210,188,188
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,10,15,FUDI,Fucus distichus,Wet,25,100,75,75
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,5,10,FUDI,Fucus distichus,Wet,26,38.5,12.5,12.5
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,MAPY,Macrocystis pyrifera,Wet,30,150,120,120
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,FUDI,Fucus distichus,Wet,235,5985,5750,5750
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,5,10,ZOMA,Zostera marina,Wet,0,1.58,1.58,1.58
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,5,10,ULIN,Ulva intestinalis,Wet,0,0.529,0.529,0.529
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,ZOMA,Zostera marina,Wet,0,42.628,42.628,42.628
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,AHFA,Ahnfeltia fastigata,Wet,0,0.163,0.163,0.163
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,ULIN,Ulva intestinalis,Wet,0,0.819,0.819,0.819
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,MAST,Mastocarpus spp.,Wet,0,1.945,1.945,1.945
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,GRCA,Grateloupia californica,Wet,0,13.236,13.236,13.236
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,NELA,Neorhodomela larix,Wet,0,1.864,1.864,1.864
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,DEAC,Desmarestia aculeata,Wet,0,0.212,0.212,0.212
Mosquito,13,1-Sep-22,1m Swath Transect,1,2,0,5,POPA,Polysiphonia pacifica,Wet,0,2.8,2.8,2.8
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,15,20,FUDI,Fucus distichus,Wet,25,112,87,87
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,10,15,FUDI,Fucus distichus,Wet,27,47,20,20
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,5,10,FUDI,Fucus distichus,Wet,28,31,3,3
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,5,10,NELU,Nereocystis luetkeana,Wet,28,35,7,7
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,0,5,FUDI,Fucus distichus,Wet,171,5880,5709,5709
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,15,20,ZOMA,Zostera marina,Wet,0,1.597,1.597,1.597
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,10,15,ZOMA,Zostera marina,Wet,0,0.528,0.528,0.528
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,0,5,ZOMA,Zostera marina,Wet,0,20.869,20.869,20.869
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,0,5,AHFA,Ahnfeltia fastigata,Wet,0,1.624,1.624,1.624
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,0,5,ULIN,Ulva intestinalis,Wet,0,1.207,1.207,1.207
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,0,5,MAST,Mastocarpus spp.,Wet,0,1.376,1.376,1.376
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,0,5,GRCA,Grateloupia californica,Wet,0,13.572,13.572,13.572
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,0,5,NELA,Neorhodomela larix,Wet,0,3.594,3.594,3.594
Mosquito,13,1-Sep-22,1m Swath Transect,1,3,0,5,ODFL,Odonthalia floccosa,Wet,0,0.727,0.727,0.727
Totem,14,9-Sep-22,1m Swath Transect,1,1,15,20,FUDI,Fucus distichus,Wet,20,58,38,38
Totem,14,9-Sep-22,1m Swath Transect,1,1,10,15,ZOMA,Zostera marina,Wet,21.5,28,6.5,6.5
Totem,14,9-Sep-22,1m Swath Transect,1,1,10,15,FUDI,Fucus distichus,Wet,20,95,75,75
Totem,14,9-Sep-22,1m Swath Transect,1,1,5,10,FUDI,Fucus distichus,Wet,20,53,33,33
Totem,14,9-Sep-22,1m Swath Transect,1,1,0,5,FUDI,Fucus distichus,Wet,4298,41635,37337,37337
Totem,14,9-Sep-22,1m Swath Transect,1,1,0,5,ZOMA,Zostera marina,Wet,0,100.922,100.922,100.922
Totem,14,9-Sep-22,1m Swath Transect,1,1,0,5,DEAC,Desmarestia aculeata,Wet,0,10.957,10.957,10.957
Totem,14,9-Sep-22,1m Swath Transect,1,1,0,5,AHFA,Ahnfeltia fastigata,Wet,0,1.602,1.602,1.602
Totem,14,9-Sep-22,1m Swath Transect,1,1,0,5,NELA,Neorhodomela larix,Wet,0,4.627,4.627,4.627
Totem,14,9-Sep-22,1m Swath Transect,1,1,0,5,ACCO,Acrosiphonia coalita,Wet,0,1.306,1.306,1.306
Totem,14,9-Sep-22,1m Swath Transect,1,2,15,20,FUDI,Fucus distichus,Wet,73,2710,2637,2637
Totem,14,9-Sep-22,1m Swath Transect,1,2,5,10,FUDI,Fucus distichus,Wet,55,1140,1085,1085
Totem,14,9-Sep-22,1m Swath Transect,1,2,10,15,FUDI,Fucus distichus,Wet,85,2620,2535,2535
Totem,14,9-Sep-22,0.5m Swath Transect,0.5,2,0,5,FUDI,Fucus distichus,Wet,2170,22120,19950,39900
Totem,14,9-Sep-22,1m Swath Transect,1,2,10,15,ZOMA,Zostera marina,Wet,0,5.451,5.451,5.451
Totem,14,9-Sep-22,1m Swath Transect,1,2,10,15,ULLA,Ulva latuca,Wet,0,0.356,0.356,0.356
Totem,14,9-Sep-22,1m Swath Transect,1,2,5,10,ZOMA,Zostera marina,Wet,0,3.711,3.711,3.711
Totem,14,9-Sep-22,1m Swath Transect,1,2,5,10,HAGL,Halosacccion glandiforme,Wet,0,4.371,4.371,4.371
Totem,14,9-Sep-22,0.5m Swath Transect,0.5,2,0,5,GRCA,Grateloupia californica,Wet,0,0.997,0.997,1.994
Totem,14,9-Sep-22,0.5m Swath Transect,0.5,2,0,5,ACCO,Acrosiphonia coalita,Wet,0,1.905,1.905,3.81
Totem,14,9-Sep-22,0.5m Swath Transect,0.5,2,0,5,ZOMA,Zostera marina,Wet,0,32.495,32.495,64.99
Totem,14,9-Sep-22,1m Swath Transect,1,3,15,20,FUDI,Fucus distichus,Wet,207,4920,4713,4713
Totem,14,9-Sep-22,1m Swath Transect,1,3,10,15,SALA,Saccharina latissima,Wet,35,55,20,20
Totem,14,9-Sep-22,1m Swath Transect,1,3,10,15,FUDI,Fucus distichus,Wet,366,7970,7604,7604
Totem,14,9-Sep-22,1m Swath Transect,1,3,5,10,FUDI,Fucus distichus,Wet,238,5305,5067,5067
Totem,14,9-Sep-22,0.5m Swath Transect,0.5,3,0,5,FUDI,Fucus distichus,Wet,2450,28510,26060,52120
Totem,14,9-Sep-22,1m Swath Transect,1,3,15,20,ZOMA,Zostera marina,Wet,0,2.811,2.811,2.811
Totem,14,9-Sep-22,1m Swath Transect,1,3,15,20,ACCO,Acrosiphonia coalita,Wet,0,0.693,0.693,0.693
Totem,14,9-Sep-22,1m Swath Transect,1,3,15,20,ULLA,Ulva latuca,Wet,0,0.149,0.149,0.149
Totem,14,9-Sep-22,1m Swath Transect,1,3,10,15,ZOMA,Zostera marina,Wet,0,0.556,0.556,0.556
Totem,14,9-Sep-22,1m Swath Transect,1,3,10,15,GRCA,Grateloupia californica,Wet,0,11.297,11.297,11.297
Totem,14,9-Sep-22,1m Swath Transect,1,3,10,15,ULLA,Ulva latuca,Wet,0,0.189,0.189,0.189
Totem,14,9-Sep-22,1m Swath Transect,1,3,10,15,ACCO,Acrosiphonia coalita,Wet,0,15.968,15.968,15.968
Totem,14,9-Sep-22,1m Swath Transect,1,3,5,10,ZOMA,Zostera marina,Wet,0,0.531,0.531,0.531
Totem,14,9-Sep-22,1m Swath Transect,1,3,5,10,GRCA,Grateloupia californica,Wet,0,1.797,1.797,1.797
Totem,14,9-Sep-22,1m Swath Transect,1,3,5,10,NELA,Neorhodomela larix,Wet,0,0.449,0.449,0.449
Totem,14,9-Sep-22,1m Swath Transect,1,3,5,10,ACCO,Acrosiphonia coalita,Wet,0,3.001,3.001,3.001
Totem,14,9-Sep-22,0.5m Swath Transect,0.5,3,0,5,AHFA,Ahnfeltia fastigata,Wet,0,8.841,8.841,17.682
Totem,14,9-Sep-22,0.5m Swath Transect,0.5,3,0,5,NELA,Neorhodomela larix,Wet,0,1.199,1.199,2.398
Totem,14,9-Sep-22,0.5m Swath Transect,0.5,3,0,5,GRCA,Grateloupia californica,Wet,0,0.483,0.483,0.966
Totem,14,9-Sep-22,0.5m Swath Transect,0.5,3,0,5,ZOMA,Zostera marina,Wet,0,13.719,13.719,27.438
Indian,15,10-Sep-22,1m Swath Transect,1,1,5,10,FUDI,Fucus distichus,Wet,30,135,105,105
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,FUDI,Fucus distichus,Wet,1853,38890,37037,74074
Indian,15,10-Sep-22,1m Swath Transect,1,1,10,15,ULLA,Ulva latuca,Wet,0,3.5,3.5,3.5
Indian,15,10-Sep-22,1m Swath Transect,1,1,5,10,ULLA,Ulva latuca,Wet,0,26.032,26.032,26.032
Indian,15,10-Sep-22,1m Swath Transect,1,1,5,10,HAGL,Halosacccion glandiforme,Wet,0,1.364,1.364,1.364
Indian,15,10-Sep-22,1m Swath Transect,1,1,5,10,ZOMA,Zostera marina,Wet,0,0.871,0.871,0.871
Indian,15,10-Sep-22,1m Swath Transect,1,1,5,10,PAPA,Palmaria palmata,Wet,0,0.218,0.218,0.218
Indian,15,10-Sep-22,1m Swath Transect,1,1,5,10,CEPA,Ceramium pacificum,Wet,0,19.146,19.146,19.146
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,ULLA,Ulva latuca,Wet,0,120.119,120.119,240.238
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,ZOMA,Zostera marina,Wet,0,37.962,37.962,75.924
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,CEPA,Ceramium pacificum,Wet,0,30.036,30.036,60.072
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,DEAC,Desmarestia aculeata,Wet,0,15.764,15.764,31.528
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,PAPA,Palmaria palmata,Wet,0,0.104,0.104,0.208
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,NEOX,Neorhodomela spp.,Wet,0,0.479,0.479,0.958
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,HAGL,Halosacccion glandiforme,Wet,0,2.764,2.764,5.528
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,OSSP,Osmundea spectabilis,Wet,0,15.589,15.589,31.178
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,GRCA,Grateloupia californica,Wet,0,17.316,17.316,34.632
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,CHEX,Chondracanthus exasperatus,Wet,0,28.415,28.415,56.83
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,1,0,5,SALA,Saccharina latissima,Wet,0,59.565,59.565,119.13
Indian,15,10-Sep-22,1m Swath Transect,1,2,5,10,FUDI,Fucus distichus,Wet,30,125,95,95
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,2,0,5,FUDI,Fucus distichus,Wet,2920,43710,40790,81580
Indian,15,10-Sep-22,1m Swath Transect,1,2,15,20,FUDI,Fucus distichus,Wet,0,13.024,13.024,13.024
Indian,15,10-Sep-22,1m Swath Transect,1,2,10,15,FUDI,Fucus distichus,Wet,0,0.844,0.844,0.844
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,2,0,5,ULLA,Ulva latuca,Wet,0,71.082,71.082,142.164
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,2,0,5,PYRO,Pyropia spp.,Wet,0,5.562,5.562,11.124
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,2,0,5,GRCA,Grateloupia californica,Wet,0,1.962,1.962,3.924
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,2,0,5,ZOMA,Zostera marina,Wet,0,12.542,12.542,25.084
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,2,0,5,PAPA,Palmaria palmata,Wet,0,0.053,0.053,0.106
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,2,0,5,DEAC,Desmarestia aculeata,Wet,0,35.209,35.209,70.418
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,2,0,5,CEPA,Ceramium pacificum,Wet,0,52.541,52.541,105.082
Indian,15,10-Sep-22,1m Swath Transect,1,3,5,10,FUDI,Fucus distichus,Wet,30,88,58,58
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,3,0,5,FUDI,Fucus distichus,Wet,5305,68275,62970,125940
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,3,0,5,AHFA,Ahnfeltia fastigata,Wet,0,2.867,2.867,5.734
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,3,0,5,DEAC,Desmarestia aculeata,Wet,0,31.725,31.725,63.45
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,3,0,5,SALA,Saccharina latissima,Wet,0,4.283,4.283,8.566
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,3,0,5,GRCA,Grateloupia californica,Wet,0,1.009,1.009,2.018
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,3,0,5,NEOX,Neorhodomela spp.,Wet,0,0.767,0.767,1.534
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,3,0,5,ZOMA,Zostera marina,Wet,0,15.066,15.066,30.132
Indian,15,10-Sep-22,0.5m Swath Transect,0.5,3,0,5,ULLA,Ulva latuca,Wet,0,25.815,25.815,51.63