site,site_number,sampling_date,sampling_method,transect_number,end_distance,species_ID,species,start_distance_from_upper_transect,end_distance_from_upper_transect,total_distance
Eagle,5,14-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.058,1.072,0.014
Eagle,5,14-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.082,1.092,0.01
Eagle,5,14-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.426,1.457,0.031
Eagle,5,14-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.495,1.517,0.022
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.38,0.395,0.015
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.794,0.82,0.026
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,0.947,0.958,0.011
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.958,0.967,0.009
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,NELA,Neorhodomela larix,0.992,1.011,0.019
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,1.011,1.039,0.028
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,DEAC,Desmarestia aculeata,1.039,1.048,0.009
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,1.048,1.226,0.178
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,1.257,1.619,0.362
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.619,1.739,0.12
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.392,2.571,0.179
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.613,2.64,0.027
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,2.64,2.686,0.046
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.686,2.713,0.027
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,2.713,2.804,0.091
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,WOOD,Wood,2.99,3.05,0.06
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,3.05,3.106,0.056
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.108,3.175,0.067
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.464,3.472,0.008
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.584,3.609,0.025
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.66,3.818,0.158
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,PAPA,Palmaria palmata,4.642,4.66,0.018
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,NELA,Neorhodomela larix,4.727,4.733,0.006
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,4.89,5.129,0.239
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,5.129,5.165,0.036
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,5.165,5.23,0.065
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,PAPA,Palmaria palmata,7.172,7.204,0.032
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,8.432,8.446,0.014
Harbor,6,16-Aug-22,Line Intercept Transect,1,20,PAPA,Palmaria palmata,12.41,12.483,0.073
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.233,1.259,0.026
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.042,2.086,0.044
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,ZOMA,Zostera marina,2.214,2.226,0.012
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,WOOD,Wood,2.244,2.253,0.009
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,WOOD,Wood,2.307,2.32,0.013
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,ZOMA,Zostera marina,2.33,2.412,0.082
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,NELA,Neorhodomela larix,2.524,2.528,0.004
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.581,2.61,0.029
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.631,2.661,0.03
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,WOOD,Wood,2.732,2.785,0.053
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,ZOMA,Zostera marina,2.785,2.805,0.02
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.805,2.842,0.037
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,ZOMA,Zostera marina,2.842,2.908,0.066
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.908,2.948,0.04
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,ZOMA,Zostera marina,3.016,3.049,0.033
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,NELA,Neorhodomela larix,3.086,3.127,0.041
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,3.295,3.308,0.013
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,3.475,3.534,0.059
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,3.562,3.613,0.051
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,ZOMA,Zostera marina,3.706,3.743,0.037
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,4.523,4.541,0.018
Harbor,6,16-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,4.602,4.76,0.158
Harbor,6,16-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.305,0.442,0.137
Harbor,6,16-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.543,0.656,0.113
Harbor,6,16-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.678,0.686,0.008
Harbor,6,16-Aug-22,Line Intercept Transect,3,20,ZOMA,Zostera marina,2.995,3,0.005
Harbor,6,16-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,3.026,3.058,0.032
Harbor,6,16-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,3.754,3.834,0.08
Harbor,6,16-Aug-22,Line Intercept Transect,3,20,ZOMA,Zostera marina,4.576,4.591,0.015
Harbor,6,16-Aug-22,Line Intercept Transect,3,20,ZOMA,Zostera marina,5.014,5.082,0.068
Private,7,17-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.265,0.601,0.336
Private,7,17-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.613,0.629,0.016
Private,7,17-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.253,1.301,0.048
Private,7,17-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.417,1.698,0.281
Private,7,17-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.859,2.24,0.381
Private,7,17-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.452,2.573,0.121
Private,7,17-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.668,2.892,0.224
Private,7,17-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.999,3.014,0.015
Private,7,17-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,5.819,5.918,0.099
Private,7,17-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,8.336,8.412,0.076
Private,7,17-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,14.814,14.822,0.008
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.116,0.145,0.029
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.492,0.527,0.035
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.628,0.833,0.205
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.012,1.432,0.42
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.483,1.518,0.035
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.833,2.137,0.304
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.31,2.488,0.178
Private,7,17-Aug-22,Line Intercept Transect,2,20,ZOMA,Zostera marina,2.488,2.502,0.014
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.502,2.722,0.22
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,4.018,4.029,0.011
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,5.863,5.881,0.018
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,5.925,5.954,0.029
Private,7,17-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,6.215,6.267,0.052
Private,7,17-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.409,0.423,0.014
Private,7,17-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.476,0.763,0.287
Private,7,17-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.088,1.148,0.06
Private,7,17-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.202,1.379,0.177
Private,7,17-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.423,1.528,0.105
Private,7,17-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.948,2.008,0.06
Private,7,17-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,2.068,2.075,0.007
Private,7,17-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,2.404,2.632,0.228
Private,7,17-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,2.697,2.718,0.021
Private,7,17-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,5.718,5.723,0.005
Private,7,17-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,7.187,7.201,0.014
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.991,1.02,0.029
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.637,1.779,0.142
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.798,1.83,0.032
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.875,1.892,0.017
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,1.954,1.969,0.015
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.246,2.251,0.005
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.425,2.443,0.018
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.586,2.623,0.037
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.654,2.726,0.072
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.756,2.78,0.024
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.815,2.837,0.022
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.094,3.293,0.199
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.468,3.652,0.184
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.698,3.714,0.016
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.826,3.836,0.01
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.917,3.965,0.048
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,4.049,4.313,0.264
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,5.277,5.342,0.065
Jamestown,8,24-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,6.148,6.155,0.007
Jamestown,8,24-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.887,0.901,0.014
Jamestown,8,24-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.673,1.742,0.069
Jamestown,8,24-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.57,2.681,0.111
Jamestown,8,24-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,3.998,4.016,0.018
Jamestown,8,24-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,5.602,5.734,0.132
Jamestown,8,24-Aug-22,Line Intercept Transect,2,20,WOOD,Wood,6.14,6.215,0.075
Jamestown,8,24-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.662,0.714,0.052
Jamestown,8,24-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.286,1.301,0.015
Jamestown,8,24-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.611,1.643,0.032
Jamestown,8,24-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.834,1.924,0.09
Jamestown,8,24-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,2.157,2.165,0.008
Jamestown,8,24-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,2.819,2.944,0.125
Jamestown,8,24-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,3.048,3.089,0.041
Jamestown,8,24-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,3.746,3.844,0.098
Jamestown,8,24-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,6.105,6.173,0.068
Jamestown,8,24-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,10.506,10.511,0.005
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.303,0.391,0.088
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.473,0.497,0.024
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,WOOD,Wood,0.626,0.692,0.066
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.292,1.398,0.106
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.545,1.56,0.015
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.599,1.629,0.03
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.991,2.077,0.086
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.735,3.838,0.103
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,WOOD,Wood,3.851,3.873,0.022
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.925,3.968,0.043
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,3.999,4.115,0.116
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,4.682,4.719,0.037
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,4.719,4.723,0.004
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,4.723,4.776,0.053
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,4.792,4.806,0.014
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,4.806,4.873,0.067
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,5.914,5.928,0.014
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,9.076,9.137,0.061
Halibut,9,25-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,11.229,11.25,0.021
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.105,0.196,0.091
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.236,0.242,0.006
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,WOOD,Wood,0.305,0.385,0.08
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.789,0.895,0.106
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.385,1.462,0.077
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,WOOD,Wood,1.543,1.558,0.015
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.564,1.892,0.328
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.048,2.082,0.034
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.119,2.346,0.227
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.55,2.584,0.034
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,ZOMA,Zostera marina,2.763,2.775,0.012
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.846,2.906,0.06
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,3.827,4.013,0.186
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,4.152,4.177,0.025
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,4.664,4.949,0.285
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,ZOMA,Zostera marina,5.051,5.066,0.015
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,7.163,7.171,0.008
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,7.208,7.222,0.014
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,12.69,12.748,0.058
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,14.082,14.143,0.061
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,HAGL,Halosacccion glandiforme,18.475,18.497,0.022
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,18.497,18.512,0.015
Halibut,9,25-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,18.88,19.048,0.168
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,WOOD,Wood,0.322,0.335,0.013
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,0.806,1.192,0.386
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,WOOD,Wood,1.192,1.216,0.024
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.225,1.326,0.101
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.376,1.494,0.118
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.599,1.683,0.084
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,WOOD,Wood,1.683,1.721,0.038
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,2.102,2.118,0.016
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,3.013,3.311,0.298
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,3.39,3.438,0.048
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,3.716,3.901,0.185
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,11.083,11.195,0.112
Halibut,9,25-Aug-22,Line Intercept Transect,3,20,ZOMA,Zostera marina,16.742,16.746,0.004
NetIsland,10,26-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.438,1.443,0.005
NetIsland,10,26-Aug-22,Line Intercept Transect,1,20,WOOD,Wood,1.311,1.329,0.018
NetIsland,10,26-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.503,1.522,0.019
NetIsland,10,26-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.585,1.622,0.037
NetIsland,10,26-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.859,1.868,0.009
NetIsland,10,26-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,1.946,1.958,0.012
NetIsland,10,26-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,2.892,2.904,0.012
NetIsland,10,26-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,3.241,3.244,0.003
NetIsland,10,26-Aug-22,Line Intercept Transect,1,20,WOOD,Wood,4.371,4.383,0.012
NetIsland,10,26-Aug-22,Line Intercept Transect,1,20,MAPY,Macrocystis pyrifera,6.25,6.795,0.545
NetIsland,10,26-Aug-22,Line Intercept Transect,1,20,ZOMA,Zostera marina,19.541,19.547,0.006
NetIsland,10,26-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,0.965,0.993,0.028
NetIsland,10,26-Aug-22,Line Intercept Transect,2,20,WOOD,Wood,0.863,0.908,0.045
NetIsland,10,26-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.273,1.323,0.05
NetIsland,10,26-Aug-22,Line Intercept Transect,2,20,WOOD,Wood,1.335,1.353,0.018
NetIsland,10,26-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.388,1.419,0.031
NetIsland,10,26-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.502,1.518,0.016
NetIsland,10,26-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,1.671,1.756,0.085
NetIsland,10,26-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.124,2.161,0.037
NetIsland,10,26-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,2.405,2.429,0.024
NetIsland,10,26-Aug-22,Line Intercept Transect,2,20,FUDI,Fucus dischitus,3.045,3.082,0.037
NetIsland,10,26-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.308,1.316,0.008
NetIsland,10,26-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,1.359,1.979,0.62
NetIsland,10,26-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,2.284,2.289,0.005
NetIsland,10,26-Aug-22,Line Intercept Transect,3,20,FUDI,Fucus dischitus,2.931,2.988,0.057
Shotgun,11,29-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.106,0.128,0.022
Shotgun,11,29-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.865,0.873,0.008
Shotgun,11,29-Aug-22,Line Intercept Transect,1,20,FUDI,Fucus dischitus,0.974,1.028,0.054
